185,"Corbyn, Jeremy",Labour,2014-15,employment,2014-05-14,150.0,False,"Payments for Working with Parliament lectures arranged by Paul Grant, [private address]:","22 January 2014, received £150 for lecture on 21 January 2014. Hours: 1 hr. (Registered 14 May 2014)"
185,"Corbyn, Jeremy",Labour,2014-15,employment,2014-05-14,150.0,False,"Payments for Working with Parliament lectures arranged by Paul Grant, [private address]:","12 February 2014, received £150 for lecture on 11 February 2014.  Hours: 1 hr. (Registered 14 May 2014)"
185,"Corbyn, Jeremy",Labour,2014-15,employment,2014-05-14,150.0,False,"Payments for Working with Parliament lectures arranged by Paul Grant, [private address]:","5 March 2014, received £150 for lecture on 4 March 2014.  Hours: 1 hr. (Registered 14 May 2014)"
185,"Corbyn, Jeremy",Labour,2014-15,employment,2014-05-14,150.0,False,"Payments for Working with Parliament lectures arranged by Paul Grant, [private address]:","9 April 2014, received £150 for lecture on 8 April 2014.  Hours: 1 hr. (Registered 14 May 2014)"
185,"Corbyn, Jeremy",Labour,2014-15,employment,2014-05-14,75.0,False,"Payments from ComRes, 4 Millbank, London SW1P 3JA, for opinion surveys:","17 January2014, £75 received for November 2013 survey. Hours: 1 hr. (Registered 14 May 2014)"
185,"Corbyn, Jeremy",Labour,2014-15,employment,2014-05-14,75.0,False,"Payments from ComRes, 4 Millbank, London SW1P 3JA, for opinion surveys:","11 March 2014, £75 received for January/February 2014 survey. Hours: 1 hr. (Registered 14 May 2014)"
185,"Corbyn, Jeremy",Labour,2014-15,employment,2014-05-14,75.0,False,"Payments from ComRes, 4 Millbank, London SW1P 3JA, for opinion surveys:","24 April 2014, £75 received for February/March 2014 survey. Hours: 1hr. (Registered 14 May 2014)"
185,"Corbyn, Jeremy",Labour,2014-15,oversees_visit,2014-02-10,300.0,False,"Donor: (1) Ardeshir Nagashineh, Chairman of Targetfollow PLC; (2) the Majlis, the Parliament of the Islamic Republic of Iran (Iran-United Kingdom Parliamentary Friendship Group)",
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-03-15,150.0,False,"Payments for Working with Parliament lectures arranged by Paul Grant, [private address]:","10 January 2013, received £150 for lecture on 8 January 2013. Hours: 1 hr. (Registered 15 March 2013)"
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-03-15,150.0,False,"Payments for Working with Parliament lectures arranged by Paul Grant, [private address]:","23 January 2013, received £150 for lecture on 22 January 2013. Hours: 1 hr. (Registered 15 March 2013)"
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-08-09,150.0,False,"Payments for Working with Parliament lectures arranged by Paul Grant, [private address]:","29 January 2013, received £150 for lecture on 29 January 2013.  Hours: 1 hr. (Registered 9 August 2013)"
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-03-15,150.0,False,"Payments for Working with Parliament lectures arranged by Paul Grant, [private address]:","13 February 2013, received £150 for Working with Parliament  lecture on 12 February 2013. Hours: 1 hr. (Registered 15 March 2013)"
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-03-15,150.0,False,"Payments for Working with Parliament lectures arranged by Paul Grant, [private address]:","6 March 2013, received £150 for lecture on 5 March 2013. Hours: 1 hr. (Registered 15 March 2013)"
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-07-26,150.0,False,"Payments for Working with Parliament lectures arranged by Paul Grant, [private address]:","23 April 2013, received £150 for lecture.  Hours: 1 hr. (Registered 26 July 2013)"
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-07-26,150.0,False,"Payments for Working with Parliament lectures arranged by Paul Grant, [private address]:","18 June 2013, received £150 for lecture.  Hours: 1 hr. (Registered 26 July 2013)"
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-07-26,150.0,False,"Payments for Working with Parliament lectures arranged by Paul Grant, [private address]:","9 July 2013, received £150 for lecture.  Hours: 1 hr. (Registered 26 July 2013)"
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-09-10,150.0,False,"Payments for Working with Parliament lectures arranged by Paul Grant, [private address]:","3 September 2013, received £150 for lecture.  Hours: 1 hr. (Registered 10 September 2013)"
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-11-29,150.0,False,"Payments for Working with Parliament lectures arranged by Paul Grant, [private address]:","19 November 2013, received £150 for lecture.  Hours: 1 hr. (Registered 29 November 2013)"
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-11-29,150.0,False,"Payments for Working with Parliament lectures arranged by Paul Grant, [private address]:","3 December 2013, received £150 for lecture.  Hours: 1 hr. (Registered 29 November 2013)"
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-04-29,500.0,False,"Payment of £500 from Tarmak Films Ltd, 585A Fulham Road, London SW6 5UA, for film interview on 4 April 2013.  Hours: 3 hrs. (Registered 29 April 2013)",
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-07-26,150.0,False,"Payments from Capita for lectures to students.  Address:  Capita, Training and Resourcing Administrator, Civil Service Learning, Barnards Inn, 86 Fetter Lane, London EC4A 1EN:","25 April 2013, payment of £150.  Hours: 1 hr. (Registered 26 July 2013)"
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-07-26,150.0,False,"Payments from Capita for lectures to students.  Address:  Capita, Training and Resourcing Administrator, Civil Service Learning, Barnards Inn, 86 Fetter Lane, London EC4A 1EN:","13 June 2013, payment of £150.  Hours: 1 hr. (Registered 26 July 2013)"
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-07-26,150.0,False,"Payments from Capita for lectures to students.  Address:  Capita, Training and Resourcing Administrator, Civil Service Learning, Barnards Inn, 86 Fetter Lane, London EC4A 1EN:","27 June 2013, payment of £150.  Hours: 1 hr. (Registered 26 July 2013)"
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-07-26,150.0,False,"Payments from Capita for lectures to students.  Address:  Capita, Training and Resourcing Administrator, Civil Service Learning, Barnards Inn, 86 Fetter Lane, London EC4A 1EN:","11 July 2013, payment of £150.  Hours: 1 hr. (Registered 26 July 2013)"
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-09-10,150.0,False,"Payments from Capita for lectures to students.  Address:  Capita, Training and Resourcing Administrator, Civil Service Learning, Barnards Inn, 86 Fetter Lane, London EC4A 1EN:","5 September 2013, payment of £150.  Hours: 1 hr. (Registered 10 September 2013)"
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-09-10,150.0,False,"Payments from Capita for lectures to students.  Address:  Capita, Training and Resourcing Administrator, Civil Service Learning, Barnards Inn, 86 Fetter Lane, London EC4A 1EN:","12 September 2013, payment of £150.  Hours: 1 hr. (Registered 10 September 2013)"
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-11-29,150.0,False,"Payments from Capita for lectures to students.  Address:  Capita, Training and Resourcing Administrator, Civil Service Learning, Barnards Inn, 86 Fetter Lane, London EC4A 1EN:","10 October 2013, payment of £150.  Hours: 1 hr. (Registered 29 November 2013)"
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-11-29,150.0,False,"Payments from Capita for lectures to students.  Address:  Capita, Training and Resourcing Administrator, Civil Service Learning, Barnards Inn, 86 Fetter Lane, London EC4A 1EN:","17 October 2013, payment of £150.  Hours: 1 hr. (Registered 29 November 2013)"
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-11-29,150.0,False,"Payments from Capita for lectures to students.  Address:  Capita, Training and Resourcing Administrator, Civil Service Learning, Barnards Inn, 86 Fetter Lane, London EC4A 1EN:","31 October 2013, payment of £150.  Hours: 1 hr. (Registered 29 November 2013)"
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-12-05,150.0,False,"Payments from Capita for lectures to students.  Address:  Capita, Training and Resourcing Administrator, Civil Service Learning, Barnards Inn, 86 Fetter Lane, London EC4A 1EN:","5 December 2013, payment of £150.  Hours: 1 hr. (Registered 5 December 2013)"
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-09-10,75.0,False,"Payments from Ipsos MORI, 79-81 Borough Road, London SE1 1FY, for opinion surveys:","4 April 2013, £75.  Hours: 3 hrs. (Registered 10 September 2013)"
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-09-10,200.0,False,"Payments from Ipsos MORI, 79-81 Borough Road, London SE1 1FY, for opinion surveys:","3 July 2013, £200.  Hours: 1 hr 40 mins. (Registered 10 September 2013)"
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-10-16,150.0,False,"Payments from Ipsos MORI, 79-81 Borough Road, London SE1 1FY, for opinion surveys:","9 January 2013, £150.  Hours: 1 hr. (Registered 16 October 2013)"
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-09-10,75.0,False,"Payments from ComRes, 4 Millbank, London SW1P 3JA, for opinion surveys:","20 May 2013, £75.  (Registered 10 September 2013)"
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-09-10,75.0,False,"Payments from ComRes, 4 Millbank, London SW1P 3JA, for opinion surveys:","9 September 2013, £75.  (Registered 10 September 2013)"
185,"Corbyn, Jeremy",Labour,2013-14,employment,2013-11-29,75.0,False,"Payments from ComRes, 4 Millbank, London SW1P 3JA, for opinion surveys:",£75 for October panel survey.  Hours: 30 mins. (Registered 29 November 2013)
185,"Corbyn, Jeremy",Labour,2013-14,oversees_visit,2013-03-13,2821.5,False,Donor: Interpal,
185,"Corbyn, Jeremy",Labour,2012-13,employment,2012-06-20,150.0,False,"Lectures for National School of Government, Sunningdale Park, Ascot, SL5 0QE. (Up to £5,000",Received £150 for lecture on 27 January 2011. Hours: 1 hr. (Registered 20 June 2012)
185,"Corbyn, Jeremy",Labour,2012-13,employment,2012-06-20,150.0,False,"Lectures for National School of Government, Sunningdale Park, Ascot, SL5 0QE. (Up to £5,000",Received £150 for lecture on 12 July 2011. Hours: 1 hr. (Registered 20 June 2012)
185,"Corbyn, Jeremy",Labour,2012-13,employment,2012-06-20,150.0,False,"Lectures for National School of Government, Sunningdale Park, Ascot, SL5 0QE. (Up to £5,000",Received £150 for lecture on 1 September 2011. Hours: 1 hr. (Registered 20 June 2012)
185,"Corbyn, Jeremy",Labour,2012-13,employment,2012-06-20,150.0,False,"Lectures for National School of Government, Sunningdale Park, Ascot, SL5 0QE. (Up to £5,000",Received £150 for lecture on 8 November 2011. Hours: 1 hr. (Registered 20 June 2012)
185,"Corbyn, Jeremy",Labour,2012-13,employment,2012-06-20,150.0,False,"Lectures for National School of Government, Sunningdale Park, Ascot, SL5 0QE. (Up to £5,000",Received £150 for lecture on 15 November 2011. Hours: 1 hr. (Registered 20 June 2012)
185,"Corbyn, Jeremy",Labour,2012-13,employment,2012-06-20,150.0,False,"Lectures for National School of Government, Sunningdale Park, Ascot, SL5 0QE. (Up to £5,000",Received £150 for lecture on 29 November 2011. Hours: 1 hr. (Registered 20 June 2012)
185,"Corbyn, Jeremy",Labour,2012-13,employment,2012-06-20,150.0,False,"Lectures for National School of Government, Sunningdale Park, Ascot, SL5 0QE. (Up to £5,000",Received £150 for lecture on 28 February 28 2012. Hours: 1 hr. (Registered 20 June 2012)
185,"Corbyn, Jeremy",Labour,2012-13,employment,2012-06-20,150.0,False,"Lectures for National School of Government, Sunningdale Park, Ascot, SL5 0QE. (Up to £5,000",Received £150 for lecture on 28 March 2012. Hours: 1 hr. (Registered 20 June 2012)
185,"Corbyn, Jeremy",Labour,2012-13,employment,2012-06-20,150.0,False,"Lectures for Westminster Explained, 4 Grosvenor Place, London SW1X 7DL:",Received £150 for lecture on 3 March 2011. Hours: 1 hr. (Registered 20 June 2012)
185,"Corbyn, Jeremy",Labour,2012-13,employment,2012-06-20,150.0,False,"Lectures for Westminster Explained, 4 Grosvenor Place, London SW1X 7DL:",Received £150 for lecture on  September 2011. Hours: 1 hr. (Registered 20 June 2012)
185,"Corbyn, Jeremy",Labour,2012-13,employment,2012-06-20,150.0,False,"Received £150 for lecture arranged by Paul Grant, [private address] to foreign office students on 19 June 2012. Hours: 1 hr. (Registered 20 June 2012)",
185,"Corbyn, Jeremy",Labour,2012-13,oversees_visit,2012-06-25,1200.0,False,Donor: Council for European Palestinian Relations,
185,"Corbyn, Jeremy",Labour,2011-12,employment,2012-01-01,5000.0,False,"Lectures for National School of Government, Sunningdale Park, Ascot, SL5 0QE. (Up to £5,000)",
185,"Corbyn, Jeremy",Labour,2010-11,employment,2010-06-23,5000.0,False,"Lectures for National School of Government, Sunningdale Park, Ascot, SL5 0QE. (Up to £5,000)",
185,"Corbyn, Jeremy",Labour,2010-11,oversees_visit,2009-12-24,1300.0,False,Donor: The Palestinian Return Centre,
185,"Corbyn, Jeremy",Labour,2010-11,oversees_visit,2010-03-08,1145.0,False,Donor: European Campaign to End the Siege on Gaza,
